@RELATION subject

@ATTRIBUTE lemma	string
@ATTRIBUTE pos 	string
@ATTRIBUTE sentencelength 	numeric
@ATTRIBUTE startposition 	numeric
@ATTRIBUTE endposition 	numeric
@ATTRIBUTE postlemma 	string
@ATTRIBUTE postpos 	string
@ATTRIBUTE class 	{subject,object}

@DATA
'지구대기권중','NNG+NNG+XSN+NNB',94,13,32,'에서','JKB',object
'가장','MAG',94,40,46,'낮','VA',object
',기상현상','SP+NNG+NNG',94,53,67,'이','JKS',subject
'층','NNG',94,85,87,'이','VCP',object
'대한민국국립발레단','NNP+NNG+NNG+XSN',109,0,27,'은','JX',subject
'1974년','SN+NNB',109,32,38,'에','JKB',object
'대한민국국립무용단','NNP+NNG+NNG+XSN',109,43,70,'으로부터','JKB',object
'발레단','NNG+XSN',109,94,102,'이','VCP',object
'거북선','NNG+XSN',78,0,8,'은','JX',subject
'이순신장군','NNP+NNG',78,13,28,'이','JKS',subject
'임진왜란직전','NNP+NNG+NNG',78,33,51,'에','JKB',object
'군함','NNG',78,66,71,'이','VCP',object
'게리맨더링','NNG',100,0,14,'은','JX',subject
'특정정당','NNG+NNG',100,19,31,'이나','JC',object
'후보','NNG',100,39,44,'에게','JKB',object
'선거구','NNG+NNG',100,68,76,'를','JKO',object
'것','NNB',100,91,93,'이','VCP',object
'김옥균','NNP',51,0,8,'은','JX',subject
'갑신정변','NNG+NNG',51,13,24,'을','JKO',object
'사람','NNG',51,39,44,'이','VCP',object
'거중기','NNG',87,0,8,'는','JX',subject
'정약용','NNP',87,13,21,'이','JKS',subject
'1792년','SN+NNB',87,26,32,'에','JKB',object
'수원화성','NNP+NNG',87,37,49,'을','JKO',object
'기계','NNG',87,75,80,'이','VCP',object
'강감찬','NNP',42,0,8,'은','JX',subject
'고려시대','NNP+NNG',42,13,25,'의','JKG',object
'장군','NNG',42,30,35,'이','VCP',object
'건원중보','NNG',64,0,11,'는','JX',subject
'한반도','NNP',64,16,24,'에서','JKB',object
'최초','NNG',64,32,37,'로','JKB',object
'화폐','NNG',64,52,57,'이','VCP',object
'경주장항리사지','NNP+NNP+NNG+NNG',64,0,22,'는','JX',subject
'대한민국','NNP',64,27,38,'의','JKG',object
'사적제45호','NNG+XSN+XPN+SN+NNB',64,43,57,'이','VCP',object
'원각사','NNP+XSN',59,0,8,'는','JX',subject
'이인직','NNP',59,13,21,'이','JKS',subject
'1908년','SN+NNB',59,26,32,'에','JKB',object
'극장','NNG',59,47,52,'이','VCP',object
'강화','NNG',83,0,5,'도','JX',object
'조약','NNG',83,10,15,'은','JX',subject
'조선','NNP',83,20,25,'과','JC',object
'일본','NNP',83,30,35,'이','JKS',subject
'1876년','SN+NNB',83,40,46,'에','JKB',object
'불평등조약','XPN+NNG+NNG',83,61,76,'이','VCP',object
'계림유사','NNG+NNG',92,0,11,'는','JX',subject
'북송','NNG',92,16,21,'의','JKG',object
'손목','NNG',92,26,31,'이','JKS',subject
'고려시대','NNP+NNG',92,36,48,'의','JKG',object
'한국어','NNP+XSN',92,53,61,'를','JKO',object
'책','NNG',92,83,85,'이','VCP',object
'G세대','SL+NNG',71,0,6,'는','JX',subject
'1988년하계올림픽','SN+NNB+NNG+NNG',71,11,34,'을','JKO',object
'전후','NNG',71,39,44,'로','JKB',object
'세대','NNG',71,59,64,'이','VCP',object
'진도','NNG',65,0,5,'는','JX',subject
'삼별초','NNG+NNG',65,10,18,'가','JKS',subject
'몽골','NNP',65,23,28,'에','JKB',object
'섬','NNG',65,56,58,'이','VCP',object
'BP','SL',62,0,1,'는','JX',subject
'영국최대','NNP+NNG',62,6,18,'의','JKG',object
'에너지관련다국적기업','NNG+NNG+XPN+NNG+NNG',62,23,55,'이','VCP',object
'이탈리아','NNP',56,0,11,'는','JX',subject
'FIFA월드컵','SL+NNP',56,16,29,'을','JKO',object
'국가','NNG',56,44,49,'이','VCP',object
'소호','NNG',96,0,5,'는','JX',subject
'1명','SN+NNB',96,10,13,'에서','JKB',object
'10명정도','SN+NNB+NNG',96,21,32,'가','JKS',subject
'회사','NNG',96,54,59,'를','JKO',object
'영어준말','NNP+NNG',96,77,89,'이','VCP',object
'젠더','NNG',76,0,5,'는','JX',subject
'사회문화적','NNG+NNG+XSN',76,10,24,'이','VCP',object
'섹슈얼리티','NNG',76,29,43,'를','JKO',object
'외래어','NNG+XSN',76,61,69,'이','VCP',object
'감가상각','NNG+NNG',85,0,11,'은','JX',subject
'자산','NNG',85,16,21,'의','JKG',object
'경제적가치감소','NNG+XSN+NNG+NNG',85,26,48,'를','JKO',object
'회계','NNG',85,53,58,'에','JKB',object
'것','NNB',85,76,78,'이','VCP',object
'FC바르셀로나','SL+NNP',69,0,17,'는','JX',subject
'프리메라리가','NNG',69,22,39,'에','JKB',object
'축구단','NNG+XSN',69,54,62,'이','VCP',object
'딩크족','NNG+XSN',106,0,8,'은','JX',subject
'혼인','NNG',106,13,18,'은','JX',subject
'친자','NNG',106,30,35,'를','JKO',object
'맞벌','NNG',106,54,59,'이','JKS',subject
'부부','NNG',106,64,69,'를','JKO',object
'가족형태','NNG+NNG',106,87,99,'이','VCP',object
'가야','NNG',106,0,5,'는','JX',subject
'한반도남부낙동강하류유역','NNP+NNG+NNP+NNG+NNG+NNG',106,10,49,'의','JKG',object
'국가들','NNG+XSN',106,61,69,'이','JKS',subject
'연맹국가','NNG+XSN+NNG',106,88,99,'이','VCP',object
'김유정','NNP',45,0,8,'은','JX',subject
'춘천시출신','NNP+NNG+NNG',45,13,28,'의','JKG',object
'작가','NNG',45,33,38,'이','VCP',object
'김부식','NNP',45,0,8,'은','JX',subject
'삼국사기','NNP+XSN+NNG',45,13,24,'를','JKO',object
'작가','NNG',45,33,38,'이','VCP',object
'로알아문센','NNP+NNP',65,0,15,'은','JX',subject
'최초','NNG',65,20,25,'로','JKB',object
'남극점','NNG+NNG',65,30,38,'에','JKB',object
'사람','NNG',65,53,58,'이','VCP',object
'기황후','NNP',69,0,8,'는','JX',subject
'원나라','NNG',69,13,21,'의','JKG',object
'황후','NNG',69,26,31,'가','JKC',subject
'고려출신','NNP+NNG',69,40,52,'의','JKG',object
'여성','NNG',69,57,62,'이','VCP',object
'김대중','NNP',53,0,8,'은','JX',subject
'대한민국','NNP',53,13,24,'의','JKG',object
'제15대대통령','XPN+SN+NNB+NNG',53,29,46,'이','VCP',object
'노무현','NNP',53,0,8,'은','JX',subject
'대한민국','NNP',53,13,24,'의','JKG',object
'제16대대통령','XPN+SN+NNB+NNG',53,29,46,'이','VCP',object
'그레고어멘델','NNG+NNG',101,0,18,'은','JX',subject
'완두실험','NNG+NNG',101,23,35,'을','JKO',object
'유전법칙','NNG+NNG',101,47,58,'을','JKO',object
'최초','NNG',101,63,68,'로','JKB',object
'유전학자','NNG+NNG',101,83,94,'이','VCP',object
'곽재우','NNP',54,0,8,'는','JX',subject
'홍의장군','NNG+NNG',54,13,24,'이','VCP',object
'사람','NNG',54,42,47,'이','VCP',object
'노론','NNG',55,0,5,'은','JX',subject
'소론','NNG',55,10,15,'과','JC',object
'조선','NNP',55,33,38,'의','JKG',object
'붕당','NNG',55,43,48,'이','VCP',object
'GNU프로젝트','SL+NNG',84,0,15,'는','JX',subject
'자유소프트웨어재단','NNG+NNG+NNG',84,20,48,'이','JKS',subject
'프로젝트','NNG',84,66,77,'이','VCP',object
'동인','NNG',65,0,5,'은','JX',subject
'남인','NNG',65,10,15,'과','JC',object
'북인','NNG',65,20,25,'으로','JKB',object
'조선','NNP',65,43,48,'의','JKG',object
'붕당','NNG',65,53,58,'이','VCP',object
'근우회','NNG+XSN',63,0,8,'는','JX',subject
'1927년','SN+NNB',63,13,19,'에','JKB',object
'한국','NNP',63,34,39,'의','JKG',object
'여성단체','NNG+NNG',63,44,56,'이','VCP',object
'영어','NNP',62,0,5,'는','JX',subject
'국제연합','NNG+NNG',62,10,22,'에서','JKB',object
'공식언어','NNG+NNG',62,43,55,'이','VCP',object
'국방과학연구소','NNG+NNG+NNG+XSN',112,0,20,'는','JX',subject
'자주국방력강화','NNG+NNG+XSN+NNG',112,25,46,'에','JKB',object
'대한민국국방부산하','NNP+NNG+NNG',112,64,92,'의','JKG',object
'연구소','NNG',112,97,105,'이','VCP',object
'국가보안위원회','NNG+NNG+NNG+XSN',95,0,20,'는','JX',subject
'1954년','SN+NNB',95,25,31,'부터','JX',object
'1991년','SN+NNB',95,39,45,'까지','JX',object
'소련','NNP',95,66,71,'의','JKG',object
'정보기관','NNG+NNG',95,76,88,'이','VCP',object
'국제통화기금','NNG+NNG+NNG',80,0,19,'은','JX',subject
'국제금융체계','NNG+NNG+NNG',80,24,43,'를','JKO',object
'국제기구','NNG+NNG',80,61,73,'이','VCP',object
'교정도감','NNG+NNG',95,0,11,'은','JX',subject
'최충헌','NNP',95,16,24,'이','JKS',subject
'고려시대무신정권최고','NNP+NNG+NNG+NNG+NNG',95,39,71,'의','JKG',object
'정치기구','NNG+NNG',95,76,88,'이','VCP',object
'나로우주센터','NNP+NNG+NNG',64,0,17,'는','JX',subject
'대한민국최초','NNP+NNG',64,22,40,'의','JKG',object
'우주센터','NNG+NNG',64,45,57,'이','VCP',object
'대한민국국가정보원','NNP+NNG+NNG',67,0,27,'은','JX',subject
'대한민국','NNP',67,32,43,'의','JKG',object
'정보기관','NNG+NNG',67,48,60,'이','VCP',object
'국제부흥개발은행','NNG+NNG+NNG+NNG',117,0,23,'은','JX',subject
'빈곤상태','NNG+NNG',117,28,40,'의','JKG',object
'국가','NNG',117,45,50,'를','JKO',object
'세계은행그룹산하','NNG+NNG+NNG+NNG',117,68,93,'의','JKG',object
'국제기구','NNG+NNG',117,98,110,'이','VCP',object
'자유소프트웨어재단','NNG+NNG+NNG',84,0,28,'은','JX',subject
'GNU프로젝트','SL+NNG',84,33,48,'를','JKO',object
'재단법인','NNG+XSN+NNG',84,66,77,'이','VCP',object
'남양유업','NNG+NNG',92,0,11,'은','JX',subject
'2013년','SN+NNB',92,16,22,'에','JKB',object
'보이콧','NNG',92,27,35,'을','JKO',object
'대한민국','NNP',92,47,58,'의','JKG',object
'유제품가공회사','XPN+NNG+NNG+NNG',92,63,85,'이','VCP',object
'국자감','NNG',56,0,8,'은','JX',subject
'고려','NNG',56,13,18,'의','JKG',object
'국립고등교육기관','NNG+NNG+NNG+NNG',56,23,49,'이','VCP',object
'남이섬','NNP',52,0,8,'은','JX',subject
'남이장군','NNP+NNG',52,13,24,'과','JKB',object
'섬','NNG',52,43,45,'이','VCP',object
'LG트윈스','SL+NNP',79,0,11,'는','JX',subject
'1994년한국시리즈','SN+NNB+NNP+NNG',79,16,38,'에서','JKB',object
'프로야구팀','NNG+NNG+NNG',79,56,72,'이','VCP',object
'LG트윈스','SL+NNP',63,0,11,'는','JX',subject
'MBC청룡','SL+NNG',63,16,25,'을','JKO',object
'프로야구팀','NNG+NNG+NNG',63,40,56,'이','VCP',object
'LG트윈스','SL+NNP',88,0,11,'는','JX',subject
'홈구장','NNG+NNG',88,16,25,'이','JKS',subject
'서울종합운동장야구장','NNP+NNG+NNG+XSN+NNG+XSN',88,30,60,'이','VCP',object
'프로야구팀','NNG+NNG+NNG',88,65,81,'이','VCP',object
'그린피스','NNG',52,0,11,'는','JX',subject
'반핵운동','NNG+NNG',52,16,28,'을','JKO',object
'단체','NNG',52,40,45,'이','VCP',object
'게슈타포','NNG',92,0,11,'는','JX',subject
'헤르만괴링','NNP+NNG',92,16,31,'이','JKS',subject
'1933년','SN+NNB',92,36,42,'에','JKB',object
'나치독일','NNP+NNP',92,57,69,'의','JKG',object
'비밀경찰','NNG+NNG',92,74,85,'이','VCP',object
'386세대','SN+NNG',77,0,9,'는','JX',subject
'1980년대','SN+NNB',77,14,23,'에','JKB',object
'민주화학생운동','NNG+XSN+NNG+NNG',77,28,50,'을','JKO',object
'세대','NNG',77,65,70,'이','VCP',object
'노트르담대성당','NNP+XPN+NNG',99,0,21,'은','JX',subject
'매년1천400만명','MAG+SN+NR+SN+NR+NNB',99,26,46,'이','JKS',subject
'프랑스','NNP',99,64,72,'의','JKG',object
'고딕건축물','NNG+NNG+XSN',99,77,92,'이','VCP',object
'덕혜옹주','NNP+NNG',48,0,11,'는','JX',subject
'조선','NNP',48,16,21,'의','JKG',object
'마지막황녀','NNG+NNG',48,26,41,'이','VCP',object
'노트르담대성당','NNP+XPN+NNG',59,0,21,'이','JKS',subject
'년도','NNG',59,36,41,'는','JX',subject
'1345년','SN+NNB',59,46,52,'이','VCP',object
'아동문학','NNG+NNG',57,0,11,'은','JX',subject
'뉴베리상','NNG+NNG',57,16,27,'이','JKS',subject
'분야','NNG',57,45,50,'이','VCP',object
'차차웅','NNP',77,0,8,'이','VCP',object
'칭호','NNG',77,19,24,'가','JKS',subject
'년도','NNG',77,39,44,'는','JX',subject
'기원후4년~24년','NNG+NNG+SN+NNB+SO+SN+NNB',77,49,70,'이','VCP',object
'사천해전','NNP+NNG',62,0,12,'은','JX',subject
'거북선','NNG+XSN',62,17,25,'이','JKS',subject
'최초','NNG',62,30,35,'로','JKB',object
'해전','NNG',62,50,55,'이','VCP',object
'로망스(Romance)','NNG+SS+SL+SS',70,0,17,'는','JX',subject
'낭만','NNG',70,22,27,'을','JKO',object
'프랑스어낱말','NNP+XSN+NNG',70,45,63,'이','VCP',object
'대한민국정부','NNP+NNG',67,0,18,'가','JKS',subject
'날짜','NNG',67,33,38,'는','JX',subject
'1948년8월15일','SN+NNB+SN+NNB+SN+NNB',67,43,60,'이','VCP',object
'그린피스','NNG',70,0,11,'는','JX',subject
'1970년','SN+NNB',70,16,22,'에','JKB',object
'국제환경보호단체','NNG+NNG+NNG+NNG',70,37,63,'이','VCP',object
'김병현','NNP',115,0,8,'은','JX',subject
'메이저리그베이스볼월드시리즈','NNG+NNG+NNG+NNG+NNG+NNG',115,13,58,'에서','JKB',object
'최초','NNG',115,76,81,'의','JKG',object
'한국인야구선수','NNG+NNG+NNG',115,86,108,'이','VCP',object
'노무현대통령','NNP+NNG',103,0,18,'은','JX',subject
'제17대대한민국사법시험','XPN+SN+NNB+NNP+NNG+NNG',103,23,56,'의','JKG',object
'유일하','NNG+XSA',103,61,66,'ㄴ','ETM',object
'고졸출신합격생','NNG+NNG+NNG+XSN',103,71,93,'이','VCP',object
'기축옥사','NNG+XSN+NNG',79,0,11,'는','JX',subject
'조선후기','NNP+NNG',79,16,28,'에','JKB',object
'남인','NNG',79,33,38,'과','JC',object
'북인','NNG',79,43,48,'이','JKS',subject
'사건','NNG',79,67,72,'이','VCP',object
'보이저1호','NNP+SN+NNB',71,0,13,'는','JX',subject
'미국','NNP',71,18,23,'이','JKS',subject
'1977년','SN+NNB',71,28,34,'에','JKB',object
'무','NNG',71,49,51,'이','VCP',object
'우주선','NNG+XSN',71,56,64,'이','VCP',object
'프랑스','NNP',70,0,8,'는','JX',subject
'폴리네시아','NNG',70,13,27,'에서','JKB',object
'핵실험','NNG+NNG',70,35,43,'을','JKO',object
'국가','NNG',70,58,63,'이','VCP',object
'이순신','NNP',62,0,8,'이','JKS',subject
'돈','NNG',62,23,25,'에','JKB',object
'숫자','NNG',62,43,48,'는','JX',subject
'100','SN',62,53,55,'이','VCP',object
'포르노그래피단속','NNG+NNG',67,0,24,'은','JX',subject
'대한민국여성부','NNP+NNG',67,29,50,'의','JKG',object
'정책','NNG',67,55,60,'이','VCP',object
'장지연,윤효정,윤치호','NNP+SP+NNP+SP+NNP',87,0,30,'는','JX',subject
'대한자강회','NNP+NNG+XSN',87,35,49,'를','JKO',object
'3명','SN+NNB',87,64,67,'의','JKG',object
'사람들','NNG+XSN',87,72,80,'이','VCP',object
'반기문','NNP',45,0,8,'은','JX',subject
'국제연합사무총장','NNG+NNG+NNG+NNG',45,13,38,'이','VCP',object
'얀엘리아손','NNP+NNP',58,0,15,'은','JX',subject
'국제연합','NNG+NNG',58,20,32,'의','JKG',object
'부사무총장','XPN+NNG+NNG',58,37,51,'이','VCP',object
'4대강정비사업','SN+NNG+NNG+NNG',84,0,20,'은','JX',subject
'이명박대통령','NNP+NNG',84,25,43,'의','JKG',object
'임기중','NNG+NNB',84,48,57,'에','JKB',object
'사건','NNG',84,72,77,'이','VCP',object
'김대중대통령','NNP+NNG',86,0,18,'의','JKG',object
'임기중','NNG+NNB',86,23,32,'에','JKB',object
'사건','NNG',86,47,52,'은','JX',subject
'노벨평화상수상','NNP+NNG+NNG+NNG',86,57,79,'이','VCP',object
'대한민국방송통신위원회','NNP+NNG+NNG+NNG+XSN',84,0,33,'는','JX',subject
'대통령','NNG',84,38,46,'을','JKO',object
'상급기관','NNG+NNG',84,51,63,'으로','JKB',object
'이승만','NNG',41,0,8,'의','JKG',object
'나라','NNG',41,13,18,'는','JX',subject
'대한민국','NNP',41,23,34,'이','VCP',object
'김유신','NNP',54,0,8,'은','JX',subject
'흥무대왕','NNG+NNG',54,13,24,'으로','JKB',object
'사람','NNG',54,42,47,'이','VCP',object
'대한민국출신','NNP+NNG',52,0,18,'의','JKG',object
'노벨상수상자','NNP+NNG+NNG+XSN',52,23,41,'가','JKS',subject
'금오신화','NNG+NNG',62,0,11,'는','JX',subject
'조선최초','NNP+NNG',62,16,28,'의','JKG',object
'한문단편소설집','NNG+NNG+NNG+XSN',62,33,55,'이','VCP',object
'9','SN',49,0,0,'·','SW',object
'11테러','SN+NNG',49,3,11,'가','JKS',subject
'년도','NNG',49,26,31,'는','JX',subject
'2001년','SN+NNB',49,36,42,'이','VCP',object
'만장굴','NNP+NNG',32,0,8,'은','JX',subject
'용암동굴','NNG+NNG',32,13,25,'이','VCP',object
'국제통화기금','NNG+NNG+NNG',104,0,19,'은','JX',subject
'대한민국','NNP',104,24,35,'이','JKS',subject
'경제공황당시','NNG+NNG+NNG',104,40,59,'에','JKB',object
'구원요청','NNG+NNG',104,64,76,'을','JKO',object
'국제기구','NNG+NNG',104,85,97,'이','VCP',object
'옛보신각동종','MM+NNG+XSN+NNG',60,0,19,'은','JX',subject
'대한민국','NNP',60,24,35,'의','JKG',object
'보물제2호','NNG+XPN+SN+NNB',60,40,53,'이','VCP',object
'대한민국','NNP',99,0,11,'의','JKG',object
'자동차운전면허','NNG+NNG+NNG',99,16,37,'는','JX',subject
'대한민국국토교통부','NNP+NNG+NNG',99,42,69,'에서','JKB',object
'인천광역시','NNP+NNG+NNG',51,0,14,'의','JKG',object
'지역전화번호','NNG+NNG+NNG',51,19,37,'는','JX',subject
'032','SN',51,42,44,'이','VCP',object
'네덜란드','NNP',48,0,11,'는','JX',subject
'거스히딩크','NNP+NNP',48,16,31,'의','JKG',object
'조국','NNG',48,36,41,'이','VCP',object
'편서풍','NNG+NNG',106,0,8,'은','JX',subject
'위','NNG',106,13,15,'도','JX',object
'30도','SN+NNB',106,20,24,'와','JC',object
'60도사이','SN+NNB+NNG',106,29,40,'의','JKG',object
'지역','NNG',106,45,50,'에서','JKB',object
'서쪽','NNG',106,58,63,'에서','JKB',object
'동쪽','NNG',106,71,76,'으로','JKB',object
'부','NNG',106,84,86,'는','JX',subject
'탁월풍','NNG+NNG',106,91,99,'이','VCP',object
