@RELATION subject

@ATTRIBUTE lemma	string
@ATTRIBUTE pos 	string
@ATTRIBUTE sentencelength 	numeric
@ATTRIBUTE startposition 	numeric
@ATTRIBUTE endposition 	numeric
@ATTRIBUTE postlemma 	string
@ATTRIBUTE postpos 	string
@ATTRIBUTE class 	{subject,object}

@DATA
'작은회사','VA+ETM+NNG',96,47,59,'를','JKO',object
'영어준말','NNP+NNG',96,77,89,'이','VCP',object
'젠더','NNG',76,0,5,'는','JX',subject
'사회문화적이ㄴ섹슈얼리티','NNG+NNG+XSN+VCP+ETM+NNG',76,10,43,'를','JKO',object
'외래어','NNG+XSN',76,61,69,'이','VCP',object
'감가상각','NNG+NNG',85,0,11,'은','JX',subject
'자산의경제적가치감소','NNG+JKG+NNG+XSN+NNG+NNG',85,16,48,'를','JKO',object
'회계','NNG',85,53,58,'에','JKB',object
'것','NNB',85,76,78,'이','VCP',object
'FC바르셀로나','SL+NNP',69,0,17,'는','JX',subject
'프리메라리가','NNG',69,22,39,'에','JKB',object
'축구단','NNG+XSN',69,54,62,'이','VCP',object
'딩크족','NNG+XSN',106,0,8,'은','JX',subject
'혼인','NNG',106,13,18,'은','JX',subject
'친자','NNG',106,30,35,'를','JKO',object
'맞벌','NNG',106,54,59,'이','JKS',object
'부부','NNG',106,64,69,'를','JKO',object
'가족형태','NNG+NNG',106,87,99,'이','VCP',object
'가야','NNG',106,0,5,'는','JX',subject
'한반도남부낙동강하류유역의작은국가들','NNP+NNG+NNP+NNG+NNG+NNG+JKG+VA+ETM+NNG+XSN',106,10,69,'이','JKS',subject
'연맹국가','NNG+XSN+NNG',106,88,99,'이','VCP',subject
'김유정','NNP',45,0,8,'은','JX',subject
'춘천시출신의작가','NNP+NNG+NNG+JKG+NNG',45,13,38,'이','VCP',subject
'김부식','NNP',45,0,8,'은','JX',subject
'삼국사기','NNP+XSN+NNG',45,13,24,'를','JKO',object
'작가','NNG',45,33,38,'이','VCP',object
'로알아문센','NNP+NNP',65,0,15,'은','JX',subject
'최초','NNG',65,20,25,'로','JKB',object
'남극점','NNG+NNG',65,30,38,'에','JKB',object
'사람','NNG',65,53,58,'이','VCP',object
'기황후','NNP',69,0,8,'는','JX',subject
'원나라의황후','NNG+JKG+NNG',69,13,31,'가','JKC',subject
'고려출신의여성','NNP+NNG+JKG+NNG',69,40,62,'이','VCP',subject
'김대중','NNP',53,0,8,'은','JX',subject
'대한민국의제15대대통령','NNP+JKG+XPN+SN+NNB+NNG',53,13,46,'이','VCP',subject
'노무현','NNP',53,0,8,'은','JX',subject
'대한민국의제16대대통령','NNP+JKG+XPN+SN+NNB+NNG',53,13,46,'이','VCP',subject
'그레고어멘델','NNG+NNG',101,0,18,'은','JX',subject
'완두실험','NNG+NNG',101,23,35,'을','JKO',object
'유전법칙','NNG+NNG',101,47,58,'을','JKO',object
'최초','NNG',101,63,68,'로','JKB',object
'유전학자','NNG+NNG',101,83,94,'이','VCP',object
'곽재우','NNP',54,0,8,'는','JX',subject
'홍의장군','NNG+NNG',54,13,24,'이','VCP',subject
'사람','NNG',54,42,47,'이','VCP',subject
'노론','NNG',55,0,5,'은','JX',subject
'조선의붕당','NNP+JKG+NNG',55,33,48,'이','VCP',subject
'GNU프로젝트','SL+NNG',84,0,15,'는','JX',subject
'자유소프트웨어재단','NNG+NNG+NNG',84,20,48,'이','JKS',subject
'프로젝트','NNG',84,66,77,'이','VCP',subject
'동인','NNG',65,0,5,'은','JX',subject
'남인과북인','NNG+JC+NNG',65,10,25,'으로','JKB',object
'조선의붕당','NNP+JKG+NNG',65,43,58,'이','VCP',object
'근우회','NNG+XSN',63,0,8,'는','JX',subject
'1927년','SN+NNB',63,13,19,'에','JKB',object
'한국의여성단체','NNP+JKG+NNG+NNG',63,34,56,'이','VCP',object
'영어','NNP',62,0,5,'는','JX',subject
'국제연합','NNG+NNG',62,10,22,'에서','JKB',object
'공식언어','NNG+NNG',62,43,55,'이','VCP',object
'국방과학연구소','NNG+NNG+NNG+XSN',112,0,20,'는','JX',subject
'자주국방력강화','NNG+NNG+XSN+NNG',112,25,46,'에','JKB',object
'대한민국국방부산하의연구소','NNP+NNG+NNG+JKG+NNG',112,64,105,'이','VCP',object
'국가보안위원회','NNG+NNG+NNG+XSN',95,0,20,'는','JX',subject
'1954년','SN+NNB',95,25,31,'부터','JX',object
'1991년','SN+NNB',95,39,45,'까지','JX',object
'소련의정보기관','NNP+JKG+NNG+NNG',95,66,88,'이','VCP',object
'국제통화기금','NNG+NNG+NNG',80,0,19,'은','JX',subject
'국제금융체계','NNG+NNG+NNG',80,24,43,'를','JKO',object
'국제기구','NNG+NNG',80,61,73,'이','VCP',object
'교정도감','NNG+NNG',95,0,11,'은','JX',subject
'최충헌','NNP',95,16,24,'이','JKS',subject
'고려시대무신정권최고의정치기구','NNP+NNG+NNG+NNG+NNG+JKG+NNG+NNG',95,39,88,'이','VCP',subject
'나로우주센터','NNP+NNG+NNG',64,0,17,'는','JX',subject
'대한민국최초의우주센터','NNP+NNG+JKG+NNG+NNG',64,22,57,'이','VCP',subject
'대한민국국가정보원','NNP+NNG+NNG',67,0,27,'은','JX',subject
'대한민국의정보기관','NNP+JKG+NNG+NNG',67,32,60,'이','VCP',subject
'국제부흥개발은행','NNG+NNG+NNG+NNG',117,0,23,'은','JX',subject
'빈곤상태의국가','NNG+NNG+JKG+NNG',117,28,50,'를','JKO',object
'세계은행그룹산하의국제기구','NNG+NNG+NNG+NNG+JKG+NNG+NNG',117,68,110,'이','VCP',object
'자유소프트웨어재단','NNG+NNG+NNG',84,0,28,'은','JX',subject
'GNU프로젝트','SL+NNG',84,33,48,'를','JKO',object
'재단법인','NNG+XSN+NNG',84,66,77,'이','VCP',object
'남양유업','NNG+NNG',92,0,11,'은','JX',subject
'2013년','SN+NNB',92,16,22,'에','JKB',object
'보이콧','NNG',92,27,35,'을','JKO',object
'대한민국의유제품가공회사','NNP+JKG+XPN+NNG+NNG+NNG',92,47,85,'이','VCP',object
'국자감','NNG',56,0,8,'은','JX',subject
'고려의국립고등교육기관','NNG+JKG+NNG+NNG+NNG+NNG',56,13,49,'이','VCP',subject
'남이섬','NNP',52,0,8,'은','JX',subject
'섬','NNG',52,43,45,'이','VCP',subject
'LG트윈스','SL+NNP',79,0,11,'는','JX',subject
'1994년한국시리즈','SN+NNB+NNP+NNG',79,16,38,'에서','JKB',object
'프로야구팀','NNG+NNG+NNG',79,56,72,'이','VCP',object
'LG트윈스','SL+NNP',63,0,11,'는','JX',subject
'MBC청룡','SL+NNG',63,16,25,'을','JKO',object
'프로야구팀','NNG+NNG+NNG',63,40,56,'이','VCP',object
'LG트윈스','SL+NNP',88,0,11,'는','JX',subject
'홈구장','NNG+NNG',88,16,25,'이','JKS',subject
'서울종합운동장야구장이ㄴ프로야구팀','NNP+NNG+NNG+XSN+NNG+XSN+VCP+ETM+NNG+NNG+NNG',88,30,81,'이','VCP',subject
'그린피스','NNG',52,0,11,'는','JX',subject
'반핵운동','NNG+NNG',52,16,28,'을','JKO',object
'단체','NNG',52,40,45,'이','VCP',object
'게슈타포','NNG',92,0,11,'는','JX',subject
'헤르만괴링','NNP+NNG',92,16,31,'이','JKS',subject
'1933년','SN+NNB',92,36,42,'에','JKB',object
'나치독일의비밀경찰','NNP+NNP+JKG+NNG+NNG',92,57,85,'이','VCP',object
'386세대','SN+NNG',77,0,9,'는','JX',subject
'1980년대','SN+NNB',77,14,23,'에','JKB',object
'민주화학생운동','NNG+XSN+NNG+NNG',77,28,50,'을','JKO',object
'세대','NNG',77,65,70,'이','VCP',object
'노트르담대성당','NNP+XPN+NNG',99,0,21,'은','JX',subject
'매년1천400만명','MAG+SN+NR+SN+NR+NNB',99,26,46,'이','JKS',subject
'프랑스의고딕건축물','NNP+JKG+NNG+NNG+XSN',99,64,92,'이','VCP',subject
'덕혜옹주','NNP+NNG',48,0,11,'는','JX',subject
'조선의마지막황녀','NNP+JKG+NNG+NNG',48,16,41,'이','VCP',subject
'노트르담대성당','NNP+XPN+NNG',59,0,21,'이','JKS',subject
'년도','NNG',59,36,41,'는','JX',subject
'1345년','SN+NNB',59,46,52,'이','VCP',subject
'아동문학','NNG+NNG',57,0,11,'은','JX',subject
'뉴베리상','NNG+NNG',57,16,27,'이','JKS',subject
'분야','NNG',57,45,50,'이','VCP',subject
'차차웅이','NNP+VCP',77,0,11,'라는','ETM',object
'칭호','NNG',77,19,24,'가','JKS',subject
'년도','NNG',77,39,44,'는','JX',subject
'기원후4년~24년','NNG+NNG+SN+NNB+SO+SN+NNB',77,49,70,'이','VCP',subject
'사천해전','NNP+NNG',62,0,12,'은','JX',subject
'거북선','NNG+XSN',62,17,25,'이','JKS',subject
'최초','NNG',62,30,35,'로','JKB',object
'해전','NNG',62,50,55,'이','VCP',object
'로망스(Romance)','NNG+SS+SL+SS',70,0,17,'는','JX',subject
'낭만','NNG',70,22,27,'을','JKO',object
'프랑스어낱말','NNP+XSN+NNG',70,45,63,'이','VCP',object
'대한민국정부','NNP+NNG',67,0,18,'가','JKS',subject
'날짜','NNG',67,33,38,'는','JX',subject
'1948년8월15일','SN+NNB+SN+NNB+SN+NNB',67,43,60,'이','VCP',subject
'그린피스','NNG',70,0,11,'는','JX',subject
'1970년','SN+NNB',70,16,22,'에','JKB',object
'국제환경보호단체','NNG+NNG+NNG+NNG',70,37,63,'이','VCP',object
'김병현','NNP',115,0,8,'은','JX',subject
'메이저리그베이스볼월드시리즈','NNG+NNG+NNG+NNG+NNG+NNG',115,13,58,'에서','JKB',object
'최초의한국인야구선수','NNG+JKG+NNG+NNG+NNG',115,76,108,'이','VCP',object
'노무현대통령','NNP+NNG',103,0,18,'은','JX',subject
'제17대대한민국사법시험의유일하','XPN+SN+NNB+NNP+NNG+NNG+JKG+NNG+XSA',103,23,66,'ㄴ','ETM',object
'고졸출신합격생','NNG+NNG+NNG+XSN',103,71,93,'이','VCP',object
'기축옥사','NNG+XSN+NNG',79,0,11,'는','JX',subject
'조선후기','NNP+NNG',79,16,28,'에','JKB',object
'남인과북인','NNG+JC+NNG',79,33,48,'이','JKS',object
'사건','NNG',79,67,72,'이','VCP',object
'보이저1호','NNP+SN+NNB',71,0,13,'는','JX',subject
'미국','NNP',71,18,23,'이','JKS',subject
'1977년','SN+NNB',71,28,34,'에','JKB',object
'무이ㄴ우주선','NNG+VCP+ETM+NNG+XSN',71,49,64,'이','VCP',object
'프랑스','NNP',70,0,8,'는','JX',subject
'폴리네시아','NNG',70,13,27,'에서','JKB',object
'핵실험','NNG+NNG',70,35,43,'을','JKO',object
'국가','NNG',70,58,63,'이','VCP',object
'이순신','NNP',62,0,8,'이','JKS',subject
'돈','NNG',62,23,25,'에','JKB',object
'숫자','NNG',62,43,48,'는','JX',object
'100','SN',62,53,55,'이','VCP',object
'포르노그래피단속','NNG+NNG',67,0,24,'은','JX',subject
'대한민국여성부의정책','NNP+NNG+JKG+NNG',67,29,60,'이','VCP',subject
'장지연','NNP',87,0,8,',','SP',object
'윤효정','NNP',87,11,19,',','SP',object
'윤치호','NNP',87,22,30,'는','JX',subject
'대한자강회','NNP+NNG+XSN',87,35,49,'를','JKO',object
'3명의사람들','SN+NNB+JKG+NNG+XSN',87,64,80,'이','VCP',object
'반기문','NNP',45,0,8,'은','JX',subject
'국제연합사무총장','NNG+NNG+NNG+NNG',45,13,38,'이','VCP',subject
'얀엘리아손','NNP+NNP',58,0,15,'은','JX',subject
'국제연합의부사무총장','NNG+NNG+JKG+XPN+NNG+NNG',58,20,51,'이','VCP',subject
'4대강정비사업','SN+NNG+NNG+NNG',84,0,20,'은','JX',subject
'이명박대통령의임기중','NNP+NNG+JKG+NNG+NNB',84,25,57,'에','JKB',object
'사건','NNG',84,72,77,'이','VCP',object
'김대중대통령의임기중','NNP+NNG+JKG+NNG+NNB',86,0,32,'에','JKB',object
'사건','NNG',86,47,52,'은','JX',subject
'노벨평화상수상','NNP+NNG+NNG+NNG',86,57,79,'이','VCP',subject
'대한민국방송통신위원회','NNP+NNG+NNG+NNG+XSN',84,0,33,'는','JX',subject
'대통령','NNG',84,38,46,'을','JKO',object
'상급기관','NNG+NNG',84,51,63,'으로','JKB',object
'이승만의나라','NNG+JKG+NNG',41,0,18,'는','JX',subject
'대한민국','NNP',41,23,34,'이','VCP',subject
'김유신','NNP',54,0,8,'은','JX',subject
'흥무대왕','NNG+NNG',54,13,24,'으로','JKB',object
'사람','NNG',54,42,47,'이','VCP',object
'대한민국출신의노벨상수상자','NNP+NNG+JKG+NNP+NNG+NNG+XSN',52,0,41,'가','JKS',subject
'금오신화','NNG+NNG',62,0,11,'는','JX',subject
'조선최초의한문단편소설집','NNP+NNG+JKG+NNG+NNG+NNG+XSN',62,16,55,'이','VCP',subject
'9·11테러','SN+SW+SN+NNG',49,0,11,'가','JKS',subject
'년도','NNG',49,26,31,'는','JX',subject
'2001년','SN+NNB',49,36,42,'이','VCP',subject
'만장굴','NNP+NNG',32,0,8,'은','JX',subject
'용암동굴','NNG+NNG',32,13,25,'이','VCP',subject
'국제통화기금','NNG+NNG+NNG',104,0,19,'은','JX',subject
'대한민국','NNP',104,24,35,'이','JKS',subject
'경제공황당시','NNG+NNG+NNG',104,40,59,'에','JKB',object
'구원요청','NNG+NNG',104,64,76,'을','JKO',object
'국제기구','NNG+NNG',104,85,97,'이','VCP',object
'옛보신각동종','MM+NNG+XSN+NNG',60,0,19,'은','JX',subject
'대한민국의보물제2호','NNP+JKG+NNG+XPN+SN+NNB',60,24,53,'이','VCP',subject
'대한민국의자동차운전면허','NNP+JKG+NNG+NNG+NNG',99,0,37,'는','JX',subject
'대한민국국토교통부','NNP+NNG+NNG',99,42,69,'에서','JKB',object
'인천광역시의지역전화번호','NNP+NNG+NNG+JKG+NNG+NNG+NNG',51,0,37,'는','JX',subject
'032','SN',51,42,44,'이','VCP',subject
'네덜란드','NNP',48,0,11,'는','JX',subject
'거스히딩크의조국','NNP+NNP+JKG+NNG',48,16,41,'이','VCP',subject
'편서풍','NNG+NNG',106,0,8,'은','JX',subject
'위','NNG',106,13,15,'도','JX',object
'30도와60도사이의지역','SN+NNB+JC+SN+NNB+NNG+JKG+NNG',106,20,50,'에서','JKB',object
'서쪽','NNG',106,58,63,'에서','JKB',object
'동쪽','NNG',106,71,76,'으로','JKB',object
'부','NNG',106,84,86,'는','JX',object
'탁월풍','NNG+NNG',106,91,99,'이','VCP',object
