@RELATION relation

@ATTRIBUTE lemma	string
@ATTRIBUTE pos 	string
%조사 + 접미사 = postposition
@ATTRIBUTE postposition 	{yes,no}
@ATTRIBUTE class 	{relation,other}

@DATA
'중','NNB',no,other
'구조','NNG',no,other
'를','JKO',yes,other
'하','VV',no,relation
'고','EC',no,other
'있','VX',no,other
'다','EF',no,other
'.','SF',no,other
'잇','VV',no,other
'어','EC',no,other
'어리','VA',no,other
'ㄴ','ETM',no,other
'남','XPN',no,other
'동생','NNG',no,other
'도','JX',yes,other
'그해','NNG',no,other
'에','JKB',yes,other
'콜레라','NNG',no,other
'로','JKB',yes,other
'사망하','NNG+XSV',yes,relation
'ㄴ다','EF',no,other
'.','SF',no,other
'혜성','NNG',no,other
'에','JKB',yes,other
'대하','VV',no,other
'ㄴ','ETM',no,other
'예측','NNG',no,other
'은','JX',yes,other
'빗나가','VV',no,relation
'기','ETN',no,other
'쉽','VA',no,other
'으나','EC',no,other
'이케야','NNP',no,other
'-','SS',no,other
'세키','NNP',no,other
'혜성','NNP',no,other
'은','JX',yes,other
'예측','NNG',no,other
'대로','JX',yes,other
'의','JKG',yes,other
'결과','NNG',no,other
'가','JKS',yes,other
'나오','VV',no,relation
'았','EP',no,other
'다','EF',no,other
'.','SF',no,other
'이','MM',no,other
'결과','NNG',no,other
'는','JX',yes,other
'나중','NNG',no,other
'에','JKB',yes,other
'사이언티픽','NNG',no,other
'어메리칸','NNP',no,other
'1984','SN',no,other
'년','NNB',no,other
'10','SN',no,other
'월판','NNG',no,other
'에','JKB',yes,other
'다음','NNG',no,other
'과','JKB',yes,other
'같이','MAG',no,other
'실리','VV',no,relation
'었','EP',no,other
'다','EF',no,other
'.','SF',no,other
'또한','MAG',no,other
'폐지되','NNG+XSV',yes,relation
'ㄴ','ETM',no,other
'조선','NNP',no,other
'장악','NNG',no,other
'원','XSN',yes,other
'의','JKG',yes,other
'기능','NNG',no,other
'이','VCP',no,other
'ㄴ','ETM',no,other
'아악','NNG',no,other
'등','NNB',no,other
'도','JX',yes,other
'편입','NNG',no,other
'었','EP',no,other
'다','EF',no,other
'.','SF',no,other
'기원','NNG',no,other
'전','NNG',no,other
'15','SN',no,other
'년','NNB',no,other
'경','NNG',no,other
'고대','NNG',no,other
'로마인','NNG',no,other
'들','XSN',yes,other
'에','JKB',yes,other
'의하','VV',no,relation
'아','EC',no,other
'여러','MM',no,other
'정착지','NNG',no,other
'가','JKS',yes,other
'하나','NR',no,other
'로','JKB',yes,other
'합치','VV',no,relation
'어','EC',no,other
'지','VX',no,other
'었','EP',no,other
'다','EF',no,other
'.','SF',no,other
'전쟁','NNG',no,other
'기간','NNG',no,other
'동안','NNG',no,other
'두','MM',no,other
'종류','NNG',no,other
'의','JKG',yes,other
'핵폭탄','NNG',no,other
'이','JKS',yes,other
'개발되','NNG+XSV',yes,relation
'었','EP',no,other
'다','EF',no,other
'.','SF',no,other
'칼루가','NNG',no,other
'주','NNG',no,other
'(','SS',no,other
',','SP',no,other
')','SS',no,other
'(','SS',no,other
'29','SN',no,other
',','SP',no,other
'900','SN',no,other
'km','SL',no,other
'²','SW',no,other
',','SP',no,other
'인구','NNG',no,other
':','SP',no,other
'104','SN',no,other
'만','NR',no,other
'1','SN',no,other
',','SP',no,other
'641','SN',no,other
'명','NNB',no,other
'(','SS',no,other
'2002','SN',no,other
'년','NNB',no,other
')','SS',no,other
')','SS',no,other
'는','JX',yes,other
'러시아','NNP',no,other
'의','JKG',yes,other
'주','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'베이징','NNP',no,other
'의','JKG',yes,other
'정부','NNG',no,other
'는','JX',yes,other
'진압','NNG',no,other
'에','JKB',yes,other
'나서','VV',no,relation
'어서','EC',no,other
'30','SN',no,other
'여','XSN',yes,other
'명','NNB',no,other
'을','JKO',yes,other
'체포하','NNG+XSV',yes,relation
'였','EP',no,other
'다','EF',no,other
'.','SF',no,other
'《','SS',no,other
'요츠바랑','NNP',no,other
'!','SF',no,other
'》','SS',no,other
'(','SS',no,other
')','SS',no,other
'은','JX',yes,other
'아즈마','NNP',no,other
'키요히코','NNP',no,other
'의','JKG',yes,other
'만화','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'이시카','NNP',no,other
'와','JC',yes,other
'현','NNG',no,other
'은','JX',yes,other
'동해','NNP',no,other
'안','XSN',yes,other
'에','JKB',yes,other
'위치하','NNG+XSV',yes,relation
'ㄴ다','EF',no,other
'.','SF',no,other
'이시카','NNP',no,other
'와','JC',yes,other
'현','NNG',no,other
'은','JX',yes,other
'11','SN',no,other
'개','NNB',no,other
'시','NNG',no,other
'와','JC',yes,other
'8','SN',no,other
'개','NNB',no,other
'정','NNG',no,other
'(','SS',no,other
'町','SH',no,other
')','SS',no,other
'으로','JKB',yes,other
'구성되','NNG+XSV',yes,relation
'어','EC',no,other
'있','VX',no,other
'다','EF',no,other
'.','SF',no,other
'구스타프','NNG',no,other
'말러','NNG',no,other
'는','JX',yes,other
'보헤미아','NNP',no,other
'지방','NNG',no,other
'칼리슈트','NNG',no,other
'의','JKG',yes,other
'유대인','NNG',no,other
'가족','NNG',no,other
'에게서','JKB',yes,other
'태어나','VV',no,relation
'았','EP',no,other
'다','EF',no,other
'.','SF',no,other
'사시나무속','NNG',no,other
'은','JX',yes,other
'잎','NNG',no,other
'과','JC',yes,other
'꽃','NNG',no,other
'의','JKG',yes,other
'모양','NNG',no,other
'을','JKO',yes,other
'기준','NNG',no,other
'으로','JKB',yes,other
'여섯','NR',no,other
'절','NNG',no,other
'(','SS',no,other
'section','SL',no,other
')','SS',no,other
'으로','JKB',yes,other
'나누','VV',no,relation
'ㄴ다','EF',no,other
'.','SF',no,other
'당시','NNG',no,other
'의','JKG',yes,other
'일본','NNP',no,other
'정부','NNG',no,other
'는','JX',yes,other
'대동아','NNP',no,other
'전쟁','NNG',no,other
'(','SS',no,other
')','SS',no,other
'이','VCP',no,relation
'라','EC',no,other
'칭하','VV',no,relation
'기','ETN',no,other
'도','JX',yes,other
'하','VV',no,relation
'았','EP',no,other
'다','EF',no,other
'.','SF',no,other
'홈구장','NNG',no,other
'은','JX',yes,other
'스터브','NNG',no,other
'허브','NNG',no,other
'센터','NNG',no,other
'축구','NNG',no,other
'전용','NNG',no,other
'구장','NNG',no,other
'이','VCP',no,relation
'며','EC',no,other
'캘리포니아','NNP',no,other
'주','NNG',no,other
'카슨','NNP',no,other
'에','JKB',yes,other
'위치하','NNG+XSV',yes,relation
'아','EC',no,other
'있','VX',no,other
'다','EF',no,other
'.','SF',no,other
'전자','NNG',no,other
',','SP',no,other
'금속','NNG',no,other
'공업','NNG',no,other
',','SP',no,other
'석유','NNG',no,other
'화학','NNG',no,other
'공업','NNG',no,other
',','SP',no,other
'자동','NNG',no,other
'차','NNG',no,other
',','SP',no,other
'방직','NNG',no,other
'등','NNB',no,other
'의','JKG',yes,other
'경중','NNG',no,other
'공업','NNG',no,other
'이','JKS',yes,other
'발달하','NNG+XSV',yes,relation
'였','EP',no,other
'다','EF',no,other
'.','SF',no,other
'이','MM',no,other
'곳','NNG',no,other
'에서','JKB',yes,other
'가장','MAG',no,other
'크','VA',no,other
'ㄴ','ETM',no,other
'나라','NNG',no,other
'는','JX',yes,other
'사우디아라비아','NNP',no,other
'로','JKB',yes,other
',','SP',no,other
'인구','NNG',no,other
'도','JX',yes,other
'약','MM',no,other
'2','SN',no,other
',','SP',no,other
'300','SN',no,other
'만','NR',no,other
'명','NNB',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'K','SL',no,other
'리그','NNG',no,other
'클래식','NNG',no,other
'(','SS',no,other
')','SS',no,other
'은','JX',yes,other
'대한민국','NNP',no,other
'의','JKG',yes,other
'축구','NNG',no,other
'리그','NNG',no,other
'시스템','NNG',no,other
'에서','JKB',yes,other
'최','XPN',no,other
'상위','NNG',no,other
'프로','NNG',no,other
'축구','NNG',no,other
'리그','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'또한','MAG',no,other
',','SP',no,other
'존스','NNP',no,other
'는','JX',yes,other
'신도','NNG',no,other
'들','XSN',yes,other
'에게','JKB',yes,other
'파시즘','NNG',no,other
',','SP',no,other
'인종','NNG',no,other
'간','NNB',no,other
'전쟁','NNG',no,other
',','SP',no,other
'핵','NNG',no,other
'전쟁','NNG',no,other
'이','JKS',yes,other
'오','VV',no,relation
'ㄹ','ETM',no,other
'것','NNB',no,other
'이','VCP',no,relation
'라고','EC',no,other
'경고하','NNG+XSV',yes,relation
'았','EP',no,other
'다','EF',no,other
'.','SF',no,other
'공리','NNG',no,other
'주의','NNG',no,other
'적','XSN',yes,other
'이','VCP',no,other
'ㄴ','ETM',no,other
'자유','NNG',no,other
'주의','NNG',no,other
'를','JKO',yes,other
'사상','NNG',no,other
'적','XSN',yes,other
'으로','JKB',yes,other
'정립하','NNG+XSV',yes,relation
'ㄴ','ETM',no,other
'사람','NNG',no,other
'은','JX',yes,other
'벤담','NNG',no,other
'(','SS',no,other
'Jeremy','SL',no,other
'Bentham','SL',no,other
',','SP',no,other
'1748','SN',no,other
'-','SS',no,other
'1832','SN',no,other
')','SS',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'드미트리예프','NNG',no,other
'-','SS',no,other
'리고르스키','NNP',no,other
'(','SS',no,other
'러시아','NNG',no,other
'어','XSN',yes,other
';','SW',no,other
'Д','SW',no,other
'м','SW',no,other
'и','SW',no,other
'т','SW',no,other
'р','SW',no,other
'и','SW',no,other
'е','SW',no,other
'в','SW',no,other
'-','SS',no,other
'Л','SW',no,other
'ь','SW',no,other
'г','SW',no,other
'о','SW',no,other
'в','SW',no,other
'с','SW',no,other
'к','SW',no,other
'и','SW',no,other
'й','SW',no,other
')','SS',no,other
'는','JX',yes,other
'쿠르스크','NNP',no,other
'주','NNG',no,other
'에','JKB',yes,other
'있','VV',no,relation
'는','ETM',no,other
'도시','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'많','VA',no,other
'은','ETM',no,other
'연주가','NNG',no,other
'(','SS',no,other
'이작','NNG',no,other
'펄','NNG',no,other
'만','JX',yes,other
',','SP',no,other
'정경화','NNP',no,other
'등','NNB',no,other
')','SS',no,other
'들','XSN',yes,other
'이','JKS',yes,other
'그','NP',no,other
'가','JKS',yes,other
'만들','VV',no,relation
'ㄴ','ETM',no,other
'악기','NNG',no,other
'를','JKO',yes,other
'쓰','VV',no,relation
'ㄴ다','EF',no,other
'.','SF',no,other
'투아타라','NNP',no,other
'(','SS',no,other
'tuatara','SL',no,other
')','SS',no,other
'는','JX',yes,other
'옛도마','NNG',no,other
'뱀목','NNG',no,other
'에','JKB',yes,other
'속하','VV',no,relation
'는','ETM',no,other
'파충','NNG',no,other
'류','XSN',yes,other
'로','JKB',yes,other
'뉴질랜드','NNP',no,other
'에','JKB',yes,other
'2','SN',no,other
'종','NNG',no,other
'이','JKS',yes,other
'분포하','NNG+XSV',yes,relation
'ㄴ다','EF',no,other
'.','SF',no,other
'힙합','NNG',no,other
'(','SS',no,other
'Hip','SL',no,other
'-','SS',no,other
'hop','SL',no,other
')','SS',no,other
'은','JX',yes,other
'대중','NNG',no,other
'음악','NNG',no,other
'의','JKG',yes,other
'한','MM',no,other
'장르','NNG',no,other
'로서','JKB',yes,other
'주로','MAG',no,other
'랩','NNG',no,other
'을','JKO',yes,other
'동반하','NNG+XSV',yes,relation
'ㄴ','ETM',no,other
'리듬','NNG',no,other
'감','XSN',yes,other
'이','JKS',yes,other
'특징','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'핀란드','NNP',no,other
'어','XSN',yes,other
'는','JX',yes,other
'핀란드','NNP',no,other
'의','JKG',yes,other
'공용','NNG',no,other
'어','XSN',yes,other
'이','VCP',no,relation
'며','EC',no,other
',','SP',no,other
'스웨덴','NNP',no,other
'과','JC',yes,other
'러시아','NNP',no,other
'카렐리야','NNG',no,other
'주','NNG',no,other
'에서','JKB',yes,other
'는','JX',yes,other
'공식','NNG',no,other
'소수','NNG',no,other
'민족어','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'애국가','NNG',no,other
'(','SS',no,other
'愛國歌','SH',no,other
')','SS',no,other
'는','JX',yes,other
'대한민국','NNP',no,other
'의','JKG',yes,other
'공식','NNG',no,other
'국가','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'대한민국','NNP',no,other
'지방','NNG',no,other
'법원','NNG',no,other
'은','JX',yes,other
'모두','MAG',no,other
'18','SN',no,other
'개','NNB',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'명량','NNG',no,other
'해전','NNG',no,other
'은','JX',yes,other
'이순신','NNP',no,other
'장군','NNG',no,other
'이','JKS',yes,other
'1597','SN',no,other
'년','NNB',no,other
'에','JKB',yes,other
'명량','NNG',no,other
'해협','NNG',no,other
'에서','JKB',yes,other
'지휘하','NNG+XSV',yes,relation
'ㄴ','ETM',no,other
'해전','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'사우디','NNP',no,other
'아라비아','NNP',no,other
'는','JX',yes,other
'메카','NNG',no,other
'가','JKS',yes,other
'위치하','NNG+XSV',yes,relation
'ㄴ','ETM',no,other
'국가','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'시','NNG',no,other
'는','JX',yes,other
'대한민국','NNP',no,other
'의','JKG',yes,other
'행정','NNG',no,other
'구역','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'국방부','NNG',no,other
'는','JX',yes,other
'대한민국','NNP',no,other
'병무','NNG',no,other
'청','XSN',yes,other
'이','JKS',yes,other
'소속되','NNG+XSV',yes,relation
'ㄴ','ETM',no,other
'상위','NNG',no,other
'기관','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'병무','NNG',no,other
'청','XSN',yes,other
'은','JX',yes,other
'대한민국','NNP',no,other
'국방부','NNG',no,other
'산하','NNG',no,other
'의','JKG',yes,other
'기관','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'대한민국','NNP',no,other
'은','JX',yes,other
'6','SN',no,other
'자','NNB',no,other
'회담','NNG',no,other
'에','JKB',yes,other
'참가하','NNG+XSV',yes,relation
'ㄴ','ETM',no,other
'국가','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'터키','NNP',no,other
'는','JX',yes,other
'유럽','NNP',no,other
'연합','NNG',no,other
'회원','NNG',no,other
'국','XSN',yes,other
'이','JKC',yes,other
'아니','VCN',no,other
'다','EF',no,other
'.','SF',no,other
'터키','NNP',no,other
'는','JX',yes,other
'유럽','NNP',no,other
'연합','NNG',no,other
'가입','NNG',no,other
'후보','NNG',no,other
'국','XSN',yes,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'노동','NNG',no,other
'조합','NNG',no,other
'은','JX',yes,other
'노동','NNG',no,other
'자','XSN',yes,other
'의','JKG',yes,other
'이익','NNG',no,other
'향상','NNG',no,other
'을','JKO',yes,other
'목적','NNG',no,other
'으로','JKB',yes,other
'하','VV',no,relation
'는','ETM',no,other
'단체','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'황산','NNG',no,other
'벌','NNG',no,other
'은','JX',yes,other
'백제','NNP',no,other
'의','JKG',yes,other
'계백','NNG',no,other
'장군','NNG',no,other
'이','JKS',yes,other
'660','SN',no,other
'년','NNB',no,other
'에','JKB',yes,other
'작전','NNG',no,other
'중','NNB',no,other
'사망하','NNG+XSV',yes,relation
'ㄴ','ETM',no,other
'장소','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'LG','SL',no,other
'트윈스','NNP',no,other
'는','JX',yes,other
'서울','NNP',no,other
'특별','NNG',no,other
'시','NNG',no,other
'를','JKO',yes,other
'연고','NNG',no,other
'로','JKB',yes,other
'하','VV',no,relation
'는','ETM',no,other
'프로','NNG',no,other
'야구','NNG',no,other
'팀','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'서울','NNP',no,other
'특별','NNG',no,other
'시','NNG',no,other
'의','JKG',yes,other
'넓이','NNG',no,other
'는','JX',yes,other
'605','SN',no,other
'.','SP',no,other
'27','SN',no,other
'km','SL',no,other
'²','SW',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'녹색','NNG',no,other
'정치','NNG',no,other
'는','JX',yes,other
'생태','NNG',no,other
'주의','NNG',no,other
'와','JC',yes,other
'풀','NNG',no,other
'뿌리','NNG',no,other
'민주','NNG',no,other
'주의','NNG',no,other
'를','JKO',yes,other
'중시하','NNG+XSV',yes,relation
'는','ETM',no,other
'정치','NNG',no,other
'적','XSN',yes,other
'이데올로기','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'제','XPN',no,other
'1','SN',no,other
'대','NNB',no,other
'넬슨','NNP',no,other
'자작','NNG',no,other
'허레이쇼','NNG',no,other
'넬슨','NNP',no,other
'은','JX',yes,other
'선박','NNG',no,other
'을','JKO',yes,other
'타','VV',no,relation
'ㄹ','ETM',no,other
'때','NNG',no,other
'마다','JX',yes,other
'멀미','NNG',no,other
'를','JKO',yes,other
'하','VV',no,relation
'았','EP',no,other
'다','EF',no,other
'.','SF',no,other
'야구','NNG',no,other
'는','JX',yes,other
'놀런','MM',no,other
'라이언','NNP',no,other
'이','JKS',yes,other
'선수','NNG',no,other
'로','JKB',yes,other
'활동하','NNG+XSV',yes,relation
'는','ETM',no,other
'스포츠','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'5','SN',no,other
'·','SW',no,other
'18','SN',no,other
'광주','NNP',no,other
'민주','NNG',no,other
'화','XSN',yes,other
'운동','NNG',no,other
'이','JKS',yes,other
'발생하','NNG+XSV',yes,relation
'ㄴ','ETM',no,other
'년도','NNG',no,other
'는','JX',yes,other
'1980','SN',no,other
'년','NNB',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'삼풍','NNP',no,other
'백화','NNG',no,other
'점','XSN',yes,other
'붕괴','NNG',no,other
'사고','NNG',no,other
'가','JKS',yes,other
'발생하','NNG+XSV',yes,relation
'ㄴ','ETM',no,other
'년도','NNG',no,other
'는','JX',yes,other
'1995','SN',no,other
'년','NNB',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'미국','NNP',no,other
'이','JKS',yes,other
'1994','SN',no,other
'년','NNB',no,other
'_','XSN',yes,other
'FIFA_','SL',no,other
'월드컵','NNG',no,other
'을','JKO',yes,other
'개최하','NNG+XSV',yes,relation
'ㄴ','ETM',no,other
'년도','NNG',no,other
'는','JX',yes,other
'1994','SN',no,other
'년','NNB',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'미국','NNP',no,other
'은','JX',yes,other
'1994','SN',no,other
'년','NNB',no,other
'_','XSN',yes,other
'FIFA_','SL',no,other
'월드컵','NNG',no,other
'을','JKO',yes,other
'개최하','NNG+XSV',yes,relation
'ㄴ','ETM',no,other
'국가','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'베이징','NNP',no,other
'은','JX',yes,other
'2008','SN',no,other
'년','NNB',no,other
'하계','NNG',no,other
'올림픽','NNG',no,other
'이','JKS',yes,other
'개최되','NNG+XSV',yes,relation
'ㄴ','ETM',no,other
'도시','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'대한민국','NNP',no,other
'과','JC',yes,other
'일본','NNP',no,other
'은','JX',yes,other
'제','XPN',no,other
'17','SN',no,other
'회','NNB',no,other
'FIFA','SL',no,other
'월드컵','NNP',no,other
'을','JKO',yes,other
'공동','NNG',no,other
'개최하','NNG+XSV',yes,relation
'ㄴ','ETM',no,other
'2','SN',no,other
'개','NNB',no,other
'의','JKG',yes,other
'국가','NNG',no,other
'들','XSN',yes,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'국립','NNG',no,other
'중앙','NNG',no,other
'박물관','NNG',no,other
'은','JX',yes,other
'대한민국','NNP',no,other
'문화','NNG',no,other
'체육','NNG',no,other
'관','XSN',yes,other
'광부','NNG',no,other
'산하','NNG',no,other
'의','JKG',yes,other
'기관','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'식량','NNG',no,other
'농업','NNG',no,other
'기구','NNG',no,other
'는','JX',yes,other
'국제','NNG',no,other
'연합','NNG',no,other
'에','JKB',yes,other
'속하','VV',no,relation
'는','ETM',no,other
'국제','NNG',no,other
'기구','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'녹읍','NNG',no,other
'은','JX',yes,other
'신라','NNP',no,other
'때','NNG',no,other
'부터','JX',yes,other
'고려','NNP',no,other
'초기','NNG',no,other
'까지','JX',yes,other
'국가','NNG',no,other
'가','JKS',yes,other
'관료','NNG',no,other
'에게','JKB',yes,other
'임금','NNG',no,other
'으로서','JKB',yes,other
'지급하','NNG+XSV',yes,relation
'ㄴ','ETM',no,other
'수조','NNG',no,other
'권','XSN',yes,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'튤립','NNG',no,other
'은','JX',yes,other
'네덜란드','NNP',no,other
'의','JKG',yes,other
'나라','NNG',no,other
'꽃','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'네덜란드','NNP',no,other
'는','JX',yes,other
'튤립','NNG',no,other
'이','JKS',yes,other
'나라','NNG',no,other
'꽃','NNG',no,other
'이','VCP',no,other
'ㄴ','ETM',no,other
'국가','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'시파','NNG',no,other
'는','JX',yes,other
'조선','NNP',no,other
'장조','NNG',no,other
'의','JKG',yes,other
'죽음','NNG',no,other
'을','JKO',yes,other
'동정하','NNG+XSV',yes,relation
'였','EP',no,other
'다','EF',no,other
'.','SF',no,other
'규합','NNG',no,other
'총서','NNG',no,other
'는','JX',yes,other
'조선','NNP',no,other
'시대','NNG',no,other
'의','JKG',yes,other
'여성','NNG',no,other
'생활','NNG',no,other
'에','JKB',yes,other
'대하','VV',no,relation
'ㄴ','ETM',no,other
'백과','NNG',no,other
'사전','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'이명박','NNP',no,other
'은','JX',yes,other
'4','SN',no,other
'대강','NNG',no,other
'정비','NNG',no,other
'사업','NNG',no,other
'을','JKO',yes,other
'시행하','NNG+XSV',yes,relation
'ㄴ','ETM',no,other
'대한민국','NNP',no,other
'의','JKG',yes,other
'대통령','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'기축','NNG',no,other
'통화','NNG',no,other
'는','JX',yes,other
'국가','NNG',no,other
'간','NNB',no,other
'결제','NNG',no,other
'나','JC',yes,other
'금융','NNG',no,other
'거래','NNG',no,other
'에서','JKB',yes,other
'통용되','NNG+XSV',yes,relation
'는','ETM',no,other
'통화','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'6','SN',no,other
'·','SW',no,other
'10','SN',no,other
'만세','NNG',no,other
'운동','NNG',no,other
'의','JKG',yes,other
'격문','NNG',no,other
'내용','NNG',no,other
'은','JX',yes,other
'일본','NNP',no,other
'제국','NNG',no,other
'주의','NNG',no,other
'타도','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'상법','NNG',no,other
'제','XPN',no,other
'153','SN',no,other
'조','NR',no,other
'는','JX',yes,other
'귀중','NNG',no,other
'품','XSN',yes,other
'의','JKG',yes,other
'분실','NNG',no,other
'에','JKB',yes,other
'대하','VV',no,relation
'ㄴ','ETM',no,other
'책임','NNG',no,other
'을','JKO',yes,other
'에','JKB',yes,other
'규정하','NNG+XSV',yes,relation
'아','EC',no,other
'놓','VX',no,other
'은','ETM',no,other
'대한민국','NNP',no,other
'의','JKG',yes,other
'법','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'개발','NNG',no,other
'제한','NNG',no,other
'구역','NNG',no,other
'에','JKB',yes,other
'학교','NNG',no,other
'를','JKO',yes,other
'설립하','NNG+XSV',yes,relation
'ㄹ','ETM',no,other
'수','NNB',no,other
'있','VV',no,relation
'다','EF',no,other
'.','SF',no,other
'그린메일','NNG',no,other
'은','JX',yes,other
'대','XPN',no,other
'주주','NNG',no,other
'에게','JKB',yes,other
'주식','NNG',no,other
'을','JKO',yes,other
'팔','VV',no,relation
'기','ETN',no,other
'위하','VV',no,relation
'아','EC',no,other
'회사','NNG',no,other
'사냥','NNG',no,other
'꾼','XSN',yes,other
'이','JKS',yes,other
'보내','VV',no,relation
'ㄴ','ETM',no,other
'편지','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'다','XPN',no,other
'국적','NNG',no,other
'기업','NNG',no,other
'은','JX',yes,other
'여러','MM',no,other
'국가','NNG',no,other
'에','JKB',yes,other
'거점','NNG',no,other
'을','JKO',yes,other
'두','VV',no,relation
'고','EC',no,other
'세계','NNG',no,other
'적','XSN',yes,other
'으로','JKB',yes,other
'영업','NNG',no,other
'을','JKO',yes,other
'하','VV',no,relation
'는','ETM',no,other
'회사','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'마닐라','NNG',no,other
'는','JX',yes,other
'필리핀','NNP',no,other
'의','JKG',yes,other
'수도','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'필리핀','NNP',no,other
'은','JX',yes,other
'마닐라','NNG',no,other
'가','JKS',yes,other
'수도','NNG',no,other
'이','VCP',no,other
'ㄴ','ETM',no,other
'국가','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'골리앗','NNG',no,other
'은','JX',yes,other
'필리','NNG',no,other
'시테인','NNG',no,other
'의','JKG',yes,other
'거인','NNG',no,other
'병사','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'골리앗','NNG',no,other
'은','JX',yes,other
'키','NNG',no,other
'가','JKS',yes,other
'약','MM',no,other
'2','SN',no,other
'.','SP',no,other
'9','SN',no,other
'미터','NNG',no,other
'이','VCP',no,other
'ㄴ','ETM',no,other
'사람','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'마법','NNG',no,other
'사','XSN',yes,other
'의','JKG',yes,other
'돌','NNG',no,other
'은','JX',yes,other
'소설','NNG',no,other
'해리','NNP',no,other
'포터','NNG',no,other
'의','JKG',yes,other
'부','XPN',no,other
'제목','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'경주','NNP',no,other
'는','JX',yes,other
'대한민국','NNP',no,other
'의','JKG',yes,other
'국립','NNG',no,other
'공원','NNG',no,other
'으로','JKB',yes,other
'지정되','NNG+XSV',yes,relation
'ㄴ','ETM',no,other
'장소','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'서인','NNG',no,other
'은','JX',yes,other
'심의겸','NNP',no,other
'이','JKS',yes,other
'초대','NNG',no,other
'당수','NNG',no,other
'이','VCP',no,relation
'었','EP',no,other
'던','ETM',no,other
'조선','NNP',no,other
'후기','NNG',no,other
'의','JKG',yes,other
'붕당','NNG',no,other
'이','VCP',no,relation
'다','EF',no,other
'.','SF',no,other
'서운','NNG',no,other
'관','XSN',yes,other
'은','JX',yes,other
'천문','NNG',no,other
'학','XSN',yes,other
'과','JC',yes,other
'지리','NNG',no,other
'학','XSN',yes,other
'을','JKO',yes,other
